Budget Estimates 2022-2023 Revenue,Category,Ministry/Department,Scheme,Actuals 2021-2022 Capital,Actuals 2021-2022 Revenue,Actuals 2021-2022 Total,Budget Estimates 2022-2023 Capital,Budget Estimates 2022-2023 Total,Budget Estimates2023-2024 Capital,Budget Estimates2023-2024 Revenue,Budget Estimates2023-2024 Total,Revised Estimates 2022-2023 Revenue,Revised Estimates2022-2023 Revenue,Revised Estimates2022-2023 Total,Sl.No.
76.5,Demand No. 78,"Ministry of Ports, Shipping and Waterways",IWAI Projects,0,76.5,76.5,0,76.5,0,0,0,0,0,0,549
0,Demand No. 78,"Ministry of Ports, Shipping and Waterways",Actual Recoveries,0,-53.56,-53.56,0,0,0,0,0,0,0,0,550
60,Demand No. 79,Ministry of Power,Energy Conservation Schemes,0,40,40,0,60,0,30.9,30.9,0,30,30,551
0,Demand No. 79,Ministry of Power,Deen Dayal Upadhyaya Gram Jyoti Yojna,0,4655.23,4655.23,0,0,0,0,0,0,0,0,552
0,Demand No. 79,Ministry of Power,Integrated Power Development Scheme,2798.49,5670.15,8468.64,0,0,0,0,0,0,0,0,553
2962.62,Demand No. 79,Ministry of Power,Strengthening of Power Systems,18.16,3277.25,3295.41,13.11,2975.73,1,2901.62,2902.62,13.11,2730.05,2743.16,554
604.48,Demand No. 79,Ministry of Power,Power System Development Fund,0,771.71,771.71,0,604.48,0,1000,1000,0,800,800,555
7565.59,Demand No. 79,Ministry of Power,Reform Linked Distribution Scheme,0,814,814,0,7565.59,0,12071.6,12071.6,0,6000,6000,556
0,Demand No. 79,Ministry of Power,Scheme for Promoting Energy Efficiency activities in different sectors of Indian Economy,0,0,0,0,0,0,103.8,103.8,0,0,0,557
NA,Demand No. 85,Ministry of Railways,Transfer to Central Road and Infrastructure Fund,59700,0,59700,52700,52700,12049.7,0,12049.7,0,0,0,558
NA,Demand No. 85,Ministry of Railways,Transfer to National Investment Fund,36800,0,36800,50000,50000,29434.99,0,29434.99,35000.02,0,35000.02,559
NA,Demand No. 85,Ministry of Railways,New Lines,20783.9,0,20783.9,25243,25243,31850,0,31850,24914.07,0,24914.07,560
NA,Demand No. 85,Ministry of Railways,Gauge Conversion,2343.47,0,2343.47,2850,2850,4600,0,4600,3220,0,3220,561
NA,Demand No. 85,Ministry of Railways,Doubling,8681.95,0,8681.95,12108.08,12108.08,30749.4,0,30749.4,24092.66,0,24092.66,562
NA,Demand No. 85,Ministry of Railways,Computerisation,317.83,0,317.83,470,470,425,0,425,462.16,0,462.16,563
NA,Demand No. 85,Ministry of Railways,Traffic Facilities - Yard Remodelling and Others,1830.47,0,1830.47,2045,2045,6715,0,6715,2240,0,2240,564
NA,Demand No. 85,Ministry of Railways,Railway Research,30.82,0,30.82,51.05,51.05,61.5,0,61.5,107,0,107,565
NA,Demand No. 85,Ministry of Railways,Rolling Stock,13492.54,0,13492.54,7977.84,7977.84,37581,0,37581,15157.86,0,15157.86,566
NA,Demand No. 85,Ministry of Railways,Leased assets - Payment of Capital Component,14580.8,0,14580.8,22188,22188,22228.57,0,22228.57,18898,0,18898,567
NA,Demand No. 85,Ministry of Railways,Road Safety Works - Level Crossings,450.36,0,450.36,1000,1000,700,0,700,750,0,750,568
NA,Demand No. 85,Ministry of Railways,Road Safety Works - Road Over/Under Bridges,4225.24,0,4225.24,6500,6500,7400,0,7400,6000,0,6000,569
NA,Demand No. 85,Ministry of Railways,Track Renewals,16557.88,0,16557.88,13335.47,13335.47,17296.84,0,17296.84,15388.05,0,15388.05,570
NA,Demand No. 85,Ministry of Railways,"Bridge Works, Turnnel Works and Approaches",1302.18,0,1302.18,940,940,1255,0,1255,1215,0,1215,571
NA,Demand No. 85,Ministry of Railways,Signalling and Telecom,2145.07,0,2145.07,2500,2500,4198.22,0,4198.22,2428.37,0,2428.37,572
0,Demand No. 85,Ministry of Railways,Electrification Projects,0.37,0,0.37,0,0,8070,0,8070,214.22,0,214.22,573
0,Demand No. 85,Ministry of Railways,Other Electrical Works,628.21,0,628.21,650,650,1650,0,1650,676.17,0,676.17,574
0,Demand No. 85,Ministry of Railways,Machinery and Plant,898.18,0,898.18,600,600,740,0,740,537.91,0,537.91,575
0,Demand No. 85,Ministry of Railways,Workshop Including Production Units,2669.86,0,2669.86,2045,2045,4600.5,0,4600.5,2670.96,0,2670.96,576
0,Demand No. 85,Ministry of Railways,Staff Welfare,473.35,0,473.35,495,495,628.82,0,628.82,462.56,0,462.56,577
0,Demand No. 85,Ministry of Railways,Customer Amenities,1995.75,0,1995.75,2700,2700,13355,0,13355,3824.2,0,3824.2,578
0,Demand No. 85,Ministry of Railways,Investment in PSU/JV/SPV etc.,25750.57,0,25750.57,38686.59,38686.59,34353.55,0,34353.55,28980.87,0,28980.87,579
0,Demand No. 85,Ministry of Railways,Other Specified Works,543.02,0,543.02,740,740,1300,0,1300,856.82,0,856.82,580
0,Demand No. 85,Ministry of Railways,Training/Human Resource Development,76.13,0,76.13,335,335,305,0,305,154,0,154,581
0,Demand No. 85,Ministry of Railways,Stores Suspense,17874.22,0,17874.22,20880.32,20880.32,29512.87,0,29512.87,21527.64,0,21527.64,582
0,Demand No. 85,Ministry of Railways,Manufacturing Suspense,37550.34,0,37550.34,47065.22,47065.22,55855.18,0,55855.18,46744.86,0,46744.86,583
0,Demand No. 85,Ministry of Railways,Miscellaneous Advances,1869.26,0,1869.26,1082.13,1082.13,1304.93,0,1304.93,1039.23,0,1039.23,584
0,Demand No. 85,Ministry of Railways,Metropolitan Transportation Projects,2524.31,0,2524.31,2000,2000,2450,0,2450,1838,0,1838,585
0,Demand No. 85,Ministry of Railways,Transfer to Rashtirya Rail Sanraksha Kosh,25000,0,25000,12000,12000,10000,0,10000,10000,0,10000,586
0,Demand No. 85,Ministry of Railways,Transfer to Railway Safety Fund,10600,0,10600,0,0,45000,0,45000,35000,0,35000,587
0,Demand No. 85,Ministry of Railways,Sovereign Green Fund,0,0,0,0,0,12479,0,12479,10239,0,10239,588
NA,Demand No. 85,Ministry of Railways,Amount met from,-194425.54,0,-194425.54,-192087.7,-192087.7,-188150.07,0,-188150.07,-155539.63,0,-155539.63,589
NA,Demand No. 86,Ministry of Road Transport and Highways,National Highways Authority of India,57080.64,0,57080.64,134015,134015,162207,0,162207,141605.62,0,141605.62,590
10872.48,Demand No. 86,Ministry of Road Transport and Highways,Road Works,56287.09,9949.89,66236.98,53695.38,64567.86,96364.33,11349.05,107713.38,64669.7,10314.57,74984.27,591
NA,Demand No. 86,Ministry of Road Transport and Highways,Works Financed from  PBFF,0,0,0,5.62,5.62,0,0,0,0,0,0,592
328,Demand No. 86,Ministry of Road Transport and Highways,"Research, Training, Studies and Other Road Safety Schemes",5,158.41,163.41,28,356,30,300,330,27.5,246,273.5,593
0,Demand No. 86,Ministry of Road Transport and Highways,Actual Recoveries,-61.13,0,-61.13,0,0,0,0,0,0,0,0,594
212.19,Demand No. 87,Department of Rural Development,Management Support to Rural Development Programs and Strengthening of District Planning Process,0,99.35,99.35,0,212.19,0,113.49,113.49,0,126.22,126.22,595
0.01,Demand No. 87,Department of Rural Development,Socio-Economic and Caste Census Survey,0,0,0,0,0.01,0,0,0,0,0,0,596
0,Demand No. 87,Department of Rural Development,Grants to National Institute of Rural Development,0,105.48,105.48,0,0,0,0,0,0,0,0,597
239.25,Demand No. 88,Department of Land Resources,Land Records Modernization Programme,0,250.02,250.02,0,239.25,0,195.75,195.75,0,239.25,239.25,598
1128,Demand No. 89,Department of Science and Technology,Science and Technology Institutional and Human Capacity Building,0,914.79,914.79,0,1128,0,1068.4,1068.4,0,836.8,836.8,599
604.03,Demand No. 89,Department of Science and Technology,Research and Development,0,451.55,451.55,0,604.03,0,592,592,0,250,250,600
812.52,Demand No. 89,Department of Science and Technology,"Innovation, Technology Development and Deployment",0,680.97,680.97,0,812.52,0,536.6,536.6,0,538.2,538.2,601
350,Demand No. 89,Department of Science and Technology,National Mission on Interdisciplinary Cyber Physical Systems,0,0,0,0,350,0,580,580,0,300,300,602
1315,Demand No. 90,Department of Biotechnology,Biotechnology Research and Development,0,1424.66,1424.66,0,1315,0,1345,1345,0,1000,1000,603
365,Demand No. 90,Department of Biotechnology,Industrial and Entrepreneurship Development,0,706.43,706.43,0,365,0,300,300,0,250,250,604
27,Demand No. 91,Department of Scientific and Industrial Research,Industrial Research and Development,0.6,18.53,19.13,2,29,2.2,21.1,23.3,2,27,29,605
10,Demand No. 91,Department of Scientific and Industrial Research,Assistance to PSEs for Other Scientific Research Schemes,0,11,11,0,10,6.2,15.53,21.73,1.5,13.18,14.68,606
0,Demand No. 92,Ministry of Skill Development and Entrepreneurship,Skill India Programme,0,0,0,0,0,0,2278.37,2278.37,0,0,0,607
364,Demand No. 93,Department of Social Justice and Empowerment,Scholarships for Higher Education for Young Achievers Scheme (SHREYAS) for SCs,0,271.2,271.2,0,364,0,371,371,0,344,344,608
89,Demand No. 93,Department of Social Justice and Empowerment,Scheme of Residential Education for Students in High School in Targeted Area (SRESHTA) for SCs,0,38.03,38.03,0,89,0,104.65,104.65,0,89,89,609
80,Demand No. 93,Department of Social Justice and Empowerment,Vanchit Ikai Samooh aur Vargon ki Arthik Sahayata (VISVAS) Yojana,0,0,0,0,80,0,0.02,0.02,0,0.02,0.02,610
84,Demand No. 93,Department of Social Justice and Empowerment,Pradhan Mantri Dakshta Aur Kushalta Sampann Hitgrahi (PM DAKSH) Yojana,0,68.23,68.23,0,84,0,92.47,92.47,0,84,84,611
NA,Demand No. 93,Department of Social Justice and Empowerment,Venture Capital Fund for SCs and OBCs,90,0,90,110,110,92,0,92,110,0,110,612
80,Demand No. 93,Department of Social Justice and Empowerment,Scholarships for Higher Education for Young Achievers Scheme (SHREYAS) for OBCs and EBCs,0,82.25,82.25,0,80,0,86,86,0,80,80,613
28,Demand No. 93,Department of Social Justice and Empowerment,Scheme for Economic Empowerment of DNT/NT/SNTs (SEED),0,0.21,0.21,0,28,0,40.4,40.4,0,28,28,614
45,Demand No. 93,Department of Social Justice and Empowerment,Support for Marginalized Individuals for Livelihood & Enterprise (SMILE),0,1.96,1.96,0,45,0,72.91,72.91,0,45,45,615
70,Demand No. 93,Department of Social Justice and Empowerment,Self Employment Scheme for Rehabilitation of Manual Scavengers,0,39,39,0,70,0,0,0,0,70,70,616
19.5,Demand No. 93,Department of Social Justice and Empowerment,"Information, Monitoring, Evaluation and Social Audit",0,17.82,17.82,0,19.5,0,20,20,0,19.5,19.5,617
0,Demand No. 93,Department of Social Justice and Empowerment,National Action for Mechanised Sanitation Ecosystem (NAMASTE),0,0,0,0,0,0,97.41,97.41,0,0,0,618
0,Demand No. 93,Department of Social Justice and Empowerment,Development Action Plan for SCs (DAPSC),0,0,0,0,0,0,0,0,0,950,950,619
235,Demand No. 94,Department of Empowerment of Persons with Disabilities,Assistance to Disabled Persons for Purchase/Fitting of Aids and Applicances,0,198.7,198.7,0,235,0,245,245,0,230,230,620
125,Demand No. 94,Department of Empowerment of Persons with Disabilities,Deendayal Disabled Rehabilitation Scheme,0,100.89,100.89,0,125,0,130,130,0,105,105,621
35,Demand No. 94,Department of Empowerment of Persons with Disabilities,Support of National Trust,0,28.14,28.14,0,35,0,0,0,0,0,0,622
240.39,Demand No. 94,Department of Empowerment of Persons with Disabilities,Scheme for implementation of Persons with Disability Act,0,108.44,108.44,0,240.39,0,150,150,0,100,100,623
105,Demand No. 94,Department of Empowerment of Persons with Disabilities,Scholarship for Students with Disabilidties,0,120.32,120.32,0,105,0,155,155,0,145,145,624
3843.73,Demand No. 95,Department of Space,Space Technology,5356.2,3517.43,8873.63,6690.77,10534.5,5406.65,4034.01,9440.66,4048.08,3878.72,7926.8,625
1119.07,Demand No. 95,Department of Space,Space Applications,229.82,973.8,1203.62,363.73,1482.8,474.4,1084.55,1558.95,249.2,1034.03,1283.23,626
128.25,Demand No. 95,Department of Space,Space Sciences,111.66,78.7,190.36,77.86,206.11,46.31,92.49,138.8,45.17,71.83,117,627
102.65,Demand No. 95,Department of Space,INSAT Satellite Systems,305.64,39.33,344.97,315.94,418.59,360,171,531,197.75,254.35,452.1,628
3965,Demand No. 96,Ministry of Statistics and Programme Implementation,Member of Parliament Local Area Development Scheme (MPLAD),0,1732.12,1732.12,0,3965,0,3958.5,3958.5,0,3965,3965,629
542.1,Demand No. 96,Ministry of Statistics and Programme Implementation,Capacity Development (CD),8.51,233.2,241.71,20,562.1,32.25,567.75,600,11.73,335.77,347.5,630
0.01,Demand No. 96,Ministry of Statistics and Programme Implementation,National programme for improving Quality of Statistics in India,0,0,0,0,0.01,0,0,0,0,0,0,631
4.49,Demand No. 97,Ministry of Steel,Scheme for Promotion of Research and Development in Iron and Steel sector,0,4.81,4.81,0,4.49,0,10,10,0,4.49,4.49,632
0,Demand No. 97,Ministry of Steel,Flagging of Merchant Ships in India,0,1.32,1.32,0,0,0,14,14,0,12,12,633
650,Demand No. 98,Ministry of Textiles,Amended Technology Upgradation Fund Scheme(ATUFS),0,625.31,625.31,0,650,0,900,900,0,650,650,634
9243.09,Demand No. 98,Ministry of Textiles,Procurement of Cotton by Cotton Corporation under Price Support Scheme,0,8331.96,8331.96,0,9243.09,0,0.01,0.01,0,780.71,780.71,635
200,Demand No. 98,Ministry of Textiles,National Handloom Development Programme,19.88,167.4,187.28,0,200,0,200,200,0,156,156,636
0,Demand No. 98,Ministry of Textiles,Handloom Weaver Comprehensive Welfare Scheme (HWCWS),0,0.49,0.49,0,0,0,0,0,0,0,0,637
0,Demand No. 98,Ministry of Textiles,Yarn Supply Scheme,0,89.53,89.53,0,0,0,0,0,0,0,0,638
0,Demand No. 98,Ministry of Textiles,Trade Facilitation Centre and Crafts Museum,0,0.03,0.03,0,0,0,0,0,0,0,0,639
0,Demand No. 98,Ministry of Textiles,Handloom Cluster Development Program - Handloom Mega Cluster,0,4.82,4.82,0,0,0,0,0,0,0,0,640
0,Demand No. 98,Ministry of Textiles,Weavers Service Centre,0,47.57,47.57,0,0,0,0,0,0,0,0,641
0,Demand No. 98,Ministry of Textiles,Other Handloom Schemes,0,31.21,31.21,0,0,0,0,0,0,0,0,642
195,Demand No. 98,Ministry of Textiles,National Handicrafts Development Programme (NHDP),0,0,0,5,200,1,237.33,238.33,6.5,184.61,191.11,643
0,Demand No. 98,Ministry of Textiles,Training and Extension,0,13.39,13.39,0,0,0,0,0,0,0,0,644
0,Demand No. 98,Ministry of Textiles,Design and Technical Upgradation Scheme,0,49.73,49.73,0,0,0,0,0,0,0,0,645
0,Demand No. 98,Ministry of Textiles,Ambedkar Hasthshilp Vikas Yojana,0,34.28,34.28,0,0,0,0,0,0,0,0,646
0,Demand No. 98,Ministry of Textiles,Marketing Support and Services,0,38.18,38.18,0,0,0,0,0,0,0,0,647
0,Demand No. 98,Ministry of Textiles,Handicrafts Artisans comprehensive welfare scheme,0,13.2,13.2,0,0,0,0,0,0,0,0,648
0,Demand No. 98,Ministry of Textiles,Research and Development - Handicrafts,0,7.19,7.19,0,0,0,0,0,0,0,0,649
0,Demand No. 98,Ministry of Textiles,Human Resource Development- Handicrafts,0,19.75,19.75,0,0,0,0,0,0,0,0,650
0,Demand No. 98,Ministry of Textiles,Infrastructure and Technology Development Scheme,24.78,15.47,40.25,0,0,0,0,0,0,0,0,651
20,Demand No. 98,Ministry of Textiles,Handicraft Cluster Development Program - Handicraft Mega Cluster,0,11.66,11.66,0,20,0,40,40,0,30,30,652
0,Demand No. 98,Ministry of Textiles,Other Handicraft schemes,0,72.1,72.1,0,0,0,0,0,0,0,0,653
15,Demand No. 98,Ministry of Textiles,Integrated Wool Development Programme,0,6.25,6.25,0,15,0,27.11,27.11,0,15,15,654
875,Demand No. 98,Ministry of Textiles,Central Silk Board,0,854.08,854.08,0,875,0,917.77,917.77,0,875,875,655
70,Demand No. 98,Ministry of Textiles,Scheme for Development of Jute Sector,0,36,36,0,70,0,100,100,0,30,30,656
45,Demand No. 98,Ministry of Textiles,Subsidy to Jute Corporation of India towards market operation,0,49.29,49.29,0,45,0,42,42,0,32.2,32.2,657
0,Demand No. 98,Ministry of Textiles,"Others (IJIRA, COP JC)",0,1.65,1.65,0,0,0,0,0,0,0,0,658
0,Demand No. 98,Ministry of Textiles,Power Tex India,0.47,29.14,29.61,0,0,0,0,0,0,0,0,659
0,Demand No. 98,Ministry of Textiles,Comprehensive Powerloom Cluster Development Program - Powerloom Mega Cluster,0,6.8,6.8,0,0,0,0,0,0,0,0,660
70,Demand No. 98,Ministry of Textiles,Integrated Processing Development Scheme,0,41.26,41.26,0,70,0,60,60,0,31.2,31.2,661
0,Demand No. 98,Ministry of Textiles,Scheme for Integrated Textile Parks (SITP),0,55,55,0,0,0,0,0,0,0,0,662
25,Demand No. 98,Ministry of Textiles,Assistant to Textile Committee,0,25,25,0,25,0,0,0,0,59.79,59.79,663
0,Demand No. 98,Ministry of Textiles,Export Promotion Studies,0,1.73,1.73,0,0,0,0,0,0,0,0,664
15,Demand No. 98,Ministry of Textiles,Production Linked Incentive (PLI) Scheme for Textiles,0,0,0,0,15,0,5,5,0,7.5,7.5,665
0,Demand No. 98,Ministry of Textiles,"Others (TRAs, COP)",0,16.26,16.26,0,0,0,0,0,0,0,0,666
100,Demand No. 98,Ministry of Textiles,Integrated Scheme for Skill Development,0,59.76,59.76,0,100,0,115,115,0,25,25,667
10,Demand No. 98,Ministry of Textiles,R and D Textiles,0,6,6,0,10,0,0.02,0.02,0,10,10,668
120,Demand No. 98,Ministry of Textiles,National Institute of Fashion Technology (NIFT),0,90,90,0,120,0,0,0,0,24.1,24.1,669
0,Demand No. 98,Ministry of Textiles,Technology Mission on Technical Textile,0,85.69,85.69,0,0,0,0,0,0,0,0,670
100,Demand No. 98,Ministry of Textiles,National Technical Textiles Mission.,0,0,0,0,100,0,450,450,0,37,37,671
133.83,Demand No. 98,Ministry of Textiles,Textile Cluster Development Scheme,0,0,0,0,133.83,0,141.54,141.54,0,88,88,672
0,Demand No. 98,Ministry of Textiles,NER Textiles Promotion Scheme,0,13.6,13.6,0,0,0,0,0,0,0,0,673
0,Demand No. 98,Ministry of Textiles,Scheme for Usage of Geotextiles in North East,0,0,0,0,0,0,0,0,0,3.9,3.9,674
15,Demand No. 98,Ministry of Textiles,PM - MITRA,0,0,0,0,15,0,200,200,0,3.5,3.5,675
5,Demand No. 98,Ministry of Textiles,"Scheme for Protection of the Handlooms and Implementation of the Handlooms (Reservation of Articles for Production) Act, 1985",0,0,0,0,5,0,7,7,0,5,5,676
105,Demand No. 98,Ministry of Textiles,Raw Material Supply Scheme,0,0,0,0,105,0,160,160,0,130,130,677
1181.3,Demand No. 99,Ministry of Tourism,Integrated Development of Tourist Circuits around specific themes (Swadesh Darshan),0,261.36,261.36,0,1181.3,0,1412,1412,0,600,600,678
130,Demand No. 99,Ministry of Tourism,Development of Iconic Tourist Destinations,0,0,0,0,130,0,0,0,0,0,0,679
235,Demand No. 99,Ministry of Tourism,"Pilgrimage Rejuvenation and Spiritual, Heritage Augmentation Drive (PRASHAD)",0,150,150,0,235,0,250,250,0,234,234,680
191.54,Demand No. 99,Ministry of Tourism,Other Support to Tourist Infrastructure,0,130.94,130.94,0,191.54,0,0,0,0,187.26,187.26,681
12.5,Demand No. 99,Ministry of Tourism,Loan Guarantee Scheme for the Covid affected Tourism Service Sector,0,0,0,0,12.5,0,1,1,0,1.6,1.6,682
0,Demand No. 99,Ministry of Tourism,Assistance to Central Agencies for Tourism Infrastructure Development,0,0,0,0,0,0,80,80,0,0,0,683
0,Demand No. 99,Ministry of Tourism,Champion Services Sector Scheme,0,0,0,0,0,0,196.22,196.22,0,0,0,684
341,Demand No. 99,Ministry of Tourism,Overseas Promotion and Publicity including Market Development Assistance,0,9.42,9.42,0,341,0,167,167,0,60,60,685
75,Demand No. 99,Ministry of Tourism,Domestic Promotion and Publicity including Market Development Assistance,0,40,40,0,75,0,75,75,0,60,60,686
70,Demand No. 99,Ministry of Tourism,Assistance to IHMS/FCIs/IITTM/NIWS,0,73.9,73.9,0,70,0,70,70,0,50,50,687
34,Demand No. 99,Ministry of Tourism,Capacity Building for Service Providers,0,21.22,21.22,0,34,0,35,35,0,25,25,688
0,Demand No. 100,Ministry of Tribal Affairs,National Fellowship and Scholarship for Higher Education of ST Students,0,119.98,119.98,0,0,0,0,0,0,0,0,689
0,Demand No. 100,Ministry of Tribal Affairs,Scholarship to the ST Students for Studies Abroad,0,4.95,4.95,0,0,0,0,0,0,0,0,690
0,Demand No. 100,Ministry of Tribal Affairs,Institutional Support for Development and Marketing of Tribal Products (TRIFED etc.),0,113.06,113.06,0,0,0,0,0,0,0,0,691
0,Demand No. 100,Ministry of Tribal Affairs,Aid to Voluntary Organisations Working for the Welfare of Scheduled Tribes,0,89.43,89.43,0,0,0,0,0,0,0,0,692
0,Demand No. 100,Ministry of Tribal Affairs,Eklavya Model Residential School (EMRS),0,1057.74,1057.74,0,0,0,0,0,0,0,0,693
0,Demand No. 100,Ministry of Tribal Affairs,Marketing and Logistics Development for Promoting Tribal Products from North Eastern Region,0,36,36,0,0,0,0,0,0,0,0,694
110,Demand No. 100,Ministry of Tribal Affairs,Aid to Voluntary Organizations working for the welfare of Scheduled Tribes,0,0,0,0,110,0,0,0,0,110,110,695
NA,Demand No. 100,Ministry of Tribal Affairs,Venture Capital Fund for Scheduled Tribes.,0,0,0,50,50,0,0,0,20,0,20,696
499,Demand No. 100,Ministry of Tribal Affairs,Pradhan Mantri Jan Jatiya Vikas Mission (PMJVM),0,0,0,0,499,0,0,0,0,140.27,140.27,697
15,Demand No. 100,Ministry of Tribal Affairs,"Tribal Research Information, Education, Communication and Events (TRI-ECE)",0,0,0,0,15,0,0,0,0,18,18,698
15,Demand No. 100,Ministry of Tribal Affairs,"Monitoring, Evaluation, Survey, Social Audit (MESSA)",0,0,0,0,15,0,0,0,0,15,15,699
145,Demand No. 100,Ministry of Tribal Affairs,National Fellowship and Scholarship for Higher Education of ST Students.,0,0,0,0,145,0,0,0,0,140,140,700
4,Demand No. 100,Ministry of Tribal Affairs,National Overseas Scholarship Scheme,0,0,0,0,4,0,0,0,0,4,4,701
107.53,Demand No. 100,Ministry of Tribal Affairs,Marketing and Logistics Development for Promoting Tribal Products from North Eastern Region.,0,0,0,0,107.53,0,20,20,0,0.01,0.01,702
2000,Demand No. 100,Ministry of Tribal Affairs,Eklavya Model Residential Schools (EMRS),0,0,0,0,2000,0,5943,5943,0,2000,2000,703
0,Demand No. 100,Ministry of Tribal Affairs,National Tribal Welfare Program,0,0,0,0,0,30,625.49,655.49,0,0,0,704
283.5,Demand No. 102,Ministry of Youth Affairs and Sports,National Service Scheme,0,170.64,170.64,0,283.5,0.39,324.61,325,0,214.12,214.12,705
12,Demand No. 102,Ministry of Youth Affairs and Sports,National Young Leaders Programme,0,4.66,4.66,0,12,0,0,0,0,12,12,706
22,Demand No. 102,Ministry of Youth Affairs and Sports,National Programme for Youth and Adolescent Development,0,14.9,14.9,0,22,0,0,0,0,26.35,26.35,707
75,Demand No. 102,Ministry of Youth Affairs and Sports,National Youth Corps,0,51.45,51.45,0,75,0,0,0,0,75,75,708
20,Demand No. 102,Ministry of Youth Affairs and Sports,International Cooperation,0,8.89,8.89,0,20,0,0,0,0,20,20,709
1.5,Demand No. 102,Ministry of Youth Affairs and Sports,Scouting and Guiding,0,0.38,0.38,0,1.5,0,0,0,0,0.75,0.75,710
2.18,Demand No. 102,Ministry of Youth Affairs and Sports,Youth Hostel,0.5,1.49,1.99,5.32,7.5,0,0,0,2,1.9,3.9,711
0,Demand No. 102,Ministry of Youth Affairs and Sports,Rashtriya Yuva Sashaktikaran Karyakaram,0,0,0,0,0,5,135.51,140.51,0,0,0,712
284,Demand No. 102,Ministry of Youth Affairs and Sports,Assistance to Promotion of Sports Excellence,0,112.89,112.89,0,284,0,0,0,0,284,284,713
55,Demand No. 102,Ministry of Youth Affairs and Sports,Incentive to Sports Persons,0,48.24,48.24,0,55,0,45,45,0,55,55,714
16,Demand No. 102,Ministry of Youth Affairs and Sports,National Sports Development Fund,0,5,5,0,16,0,15,15,0,16,16,715
2,Demand No. 102,Ministry of Youth Affairs and Sports,National Welfare Fund for Sports Persons,0,0,0,0,2,0,2,2,0,2,2,716
0,Demand No. 102,Ministry of Youth Affairs and Sports,Assistance to National Sports Federations,0,0,0,0,0,0,325,325,0,0,0,717
0,Demand No. 102,Ministry of Youth Affairs and Sports,Scheme of Human Resource Development in Sports,0,0,0,0,0,0,3,3,0,0,0,718
0,Demand No. 102,Ministry of Youth Affairs and Sports,National Centre of Sports Science & Research,0,0,0,0,0,0,13,13,0,0,0,719
974,Demand No. 102,Ministry of Youth Affairs and Sports,Khelo India,0,764.28,764.28,0,974,0,1000,1000,0,600,600,720
50,Demand No. 102,Ministry of Youth Affairs and Sports,Enhancement of Sports Facility at J& K,0,15,15,0,50,0,15,15,0,5,5,721
30,Demand No. 102,Ministry of Youth Affairs and Sports,Commonwealth Games,0,59.67,59.67,0,30,0,30,30,0,1,1,722
